"","X","map_index","year_","region","kelp_sp","cover"
"6275",795,"21.1",1999,"Coast","tot_can",5.1999998
"6276",795,"21.1",1999,"Coast","tot_ne_pl",9.6999998
"6277",795,"21.1",1999,"Coast","tot_ma_pl",13.6000004
"6278",795,"21.1",1999,"Coast","tot_pl",23.2999992
"6279",795,"21.1",1999,"Coast","unsp_can",0
"6280",795,"21.1",1999,"Coast","unsp_pl",0
"6281",796,"21.2",1999,"Coast","tot_ne_can",1.1
"6282",796,"21.2",1999,"Coast","tot_ma_can",6.8000002
"6283",796,"21.2",1999,"Coast","tot_can",8
"6284",796,"21.2",1999,"Coast","tot_ne_pl",9.1000004
"6285",796,"21.2",1999,"Coast","tot_ma_pl",17.5
"6286",796,"21.2",1999,"Coast","tot_pl",26.6000004
"6287",796,"21.2",1999,"Coast","unsp_can",0
"6288",796,"21.2",1999,"Coast","unsp_pl",0
"6289",797,"22.1",1999,"Coast","tot_ne_can",0.3
"6290",797,"22.1",1999,"Coast","tot_ma_can",1.1
"6291",797,"22.1",1999,"Coast","tot_can",1.4
"6292",797,"22.1",1999,"Coast","tot_ne_pl",2.3
"6293",797,"22.1",1999,"Coast","tot_ma_pl",5.1999998
"6294",797,"22.1",1999,"Coast","tot_pl",7.5
"6295",797,"22.1",1999,"Coast","unsp_can",0
"6296",797,"22.1",1999,"Coast","unsp_pl",0
"6297",798,"22.2",1999,"Coast","tot_ne_can",1.3
"6298",798,"22.2",1999,"Coast","tot_ma_can",6.1999998
"6299",798,"22.2",1999,"Coast","tot_can",7.5999999
"6300",798,"22.2",1999,"Coast","tot_ne_pl",9.3000002
"6301",798,"22.2",1999,"Coast","tot_ma_pl",26.2000008
"6302",798,"22.2",1999,"Coast","tot_pl",35.5999985
"6303",798,"22.2",1999,"Coast","unsp_can",0
"6304",798,"22.2",1999,"Coast","unsp_pl",0
"6305",799,"23.1",1999,"Coast","tot_ne_can",0.2
"6306",799,"23.1",1999,"Coast","tot_ma_can",0
"6307",799,"23.1",1999,"Coast","tot_can",0.2
"6308",799,"23.1",1999,"Coast","tot_ne_pl",18.7999992
"6309",799,"23.1",1999,"Coast","tot_ma_pl",0
"6310",799,"23.1",1999,"Coast","tot_pl",18.7999992
"6311",799,"23.1",1999,"Coast","unsp_can",0
"6312",799,"23.1",1999,"Coast","unsp_pl",0
"6313",800,"23.2",1999,"Coast","tot_ne_can",0
"6314",800,"23.2",1999,"Coast","tot_ma_can",0
"6315",800,"23.2",1999,"Coast","tot_can",0
"6316",800,"23.2",1999,"Coast","tot_ne_pl",0
"6317",800,"23.2",1999,"Coast","tot_ma_pl",0
"6318",800,"23.2",1999,"Coast","tot_pl",0
"6319",800,"23.2",1999,"Coast","unsp_can",0
"6320",800,"23.2",1999,"Coast","unsp_pl",0
"6321",801,"24.1",1999,"Coast","tot_ne_can",0
"6322",801,"24.1",1999,"Coast","tot_ma_can",0
"6323",801,"24.1",1999,"Coast","tot_can",0
"6324",801,"24.1",1999,"Coast","tot_ne_pl",0
"6325",801,"24.1",1999,"Coast","tot_ma_pl",0
"6326",801,"24.1",1999,"Coast","tot_pl",0
"6327",801,"24.1",1999,"Coast","unsp_can",0
"6328",801,"24.1",1999,"Coast","unsp_pl",0
"6329",802,"24.2",1999,"Coast","tot_ne_can",0
"6330",802,"24.2",1999,"Coast","tot_ma_can",0
"6331",802,"24.2",1999,"Coast","tot_can",0
"6332",802,"24.2",1999,"Coast","tot_ne_pl",0
"6333",802,"24.2",1999,"Coast","tot_ma_pl",0
"6334",802,"24.2",1999,"Coast","tot_pl",0
"6335",802,"24.2",1999,"Coast","unsp_can",0
"6336",802,"24.2",1999,"Coast","unsp_pl",0
"6337",803,"25.1",1999,"Coast","tot_ne_can",0
"6338",803,"25.1",1999,"Coast","tot_ma_can",0
"6339",803,"25.1",1999,"Coast","tot_can",0
"6340",803,"25.1",1999,"Coast","tot_ne_pl",0
"6341",803,"25.1",1999,"Coast","tot_ma_pl",0
"6342",803,"25.1",1999,"Coast","tot_pl",0
"6343",803,"25.1",1999,"Coast","unsp_can",0
"6344",803,"25.1",1999,"Coast","unsp_pl",0
"6345",804,"25.2",1999,"Coast","tot_ne_can",1
"6346",804,"25.2",1999,"Coast","tot_ma_can",9
"6347",804,"25.2",1999,"Coast","tot_can",9.8999996
"6348",804,"25.2",1999,"Coast","tot_ne_pl",4.5999999
"6349",804,"25.2",1999,"Coast","tot_ma_pl",34.9000015
"6350",804,"25.2",1999,"Coast","tot_pl",39.5
"6351",804,"25.2",1999,"Coast","unsp_can",0
"6352",804,"25.2",1999,"Coast","unsp_pl",0
"6353",805,"26.1",1999,"Coast","tot_ne_can",0
"6354",805,"26.1",1999,"Coast","tot_ma_can",0
"6355",805,"26.1",1999,"Coast","tot_can",0
"6356",805,"26.1",1999,"Coast","tot_ne_pl",0
"6357",805,"26.1",1999,"Coast","tot_ma_pl",0
"6358",805,"26.1",1999,"Coast","tot_pl",0
"6359",805,"26.1",1999,"Coast","unsp_can",0
"6360",805,"26.1",1999,"Coast","unsp_pl",0
"6361",806,"27.1",1999,"Coast","tot_ne_can",0
"6362",806,"27.1",1999,"Coast","tot_ma_can",0
"6363",806,"27.1",1999,"Coast","tot_can",0
"6364",806,"27.1",1999,"Coast","tot_ne_pl",0
"6365",806,"27.1",1999,"Coast","tot_ma_pl",0
"6366",806,"27.1",1999,"Coast","tot_pl",0
"6367",806,"27.1",1999,"Coast","unsp_can",0
"6368",806,"27.1",1999,"Coast","unsp_pl",0
"6369",807,"28.1",1999,"Coast","tot_ne_can",0
"6370",807,"28.1",1999,"Coast","tot_ma_can",0
"6371",807,"28.1",1999,"Coast","tot_can",0
"6372",807,"28.1",1999,"Coast","tot_ne_pl",0
"6373",807,"28.1",1999,"Coast","tot_ma_pl",0
"6374",807,"28.1",1999,"Coast","tot_pl",0
"6375",807,"28.1",1999,"Coast","unsp_can",0
"6376",807,"28.1",1999,"Coast","unsp_pl",0
"6377",808,"29.1",1999,"Coast","tot_ne_can",0
"6378",808,"29.1",1999,"Coast","tot_ma_can",0
"6379",808,"29.1",1999,"Coast","tot_can",0
"6380",808,"29.1",1999,"Coast","tot_ne_pl",0
"6381",808,"29.1",1999,"Coast","tot_ma_pl",0
"6382",808,"29.1",1999,"Coast","tot_pl",0
"6383",808,"29.1",1999,"Coast","unsp_can",0
"6384",808,"29.1",1999,"Coast","unsp_pl",0
"6385",809,"30.1",1999,"Coast","tot_ne_can",0
"6386",809,"30.1",1999,"Coast","tot_ma_can",0
"6387",809,"30.1",1999,"Coast","tot_can",0
"6388",809,"30.1",1999,"Coast","tot_ne_pl",0
"6389",809,"30.1",1999,"Coast","tot_ma_pl",0
"6390",809,"30.1",1999,"Coast","tot_pl",0
"6391",809,"30.1",1999,"Coast","unsp_can",0
"6392",809,"30.1",1999,"Coast","unsp_pl",0
"6393",810,"31.1",1999,"Coast","tot_ne_can",0
"6394",810,"31.1",1999,"Coast","tot_ma_can",0
"6395",810,"31.1",1999,"Coast","tot_can",0
"6396",810,"31.1",1999,"Coast","tot_ne_pl",0
"6397",810,"31.1",1999,"Coast","tot_ma_pl",0
"6398",810,"31.1",1999,"Coast","tot_pl",0
"6399",810,"31.1",1999,"Coast","unsp_can",0
"6400",810,"31.1",1999,"Coast","unsp_pl",0
"6401",811,"32.1",1999,"Coast","tot_ne_can",0
"6402",811,"32.1",1999,"Coast","tot_ma_can",0
"6403",811,"32.1",1999,"Coast","tot_can",0
"6404",811,"32.1",1999,"Coast","tot_ne_pl",0
"6405",811,"32.1",1999,"Coast","tot_ma_pl",0
"6406",811,"32.1",1999,"Coast","tot_pl",0
"6407",811,"32.1",1999,"Coast","unsp_can",0
"6408",811,"32.1",1999,"Coast","unsp_pl",0
"6409",812,"33.1",1999,"Coast","tot_ne_can",0
"6410",812,"33.1",1999,"Coast","tot_ma_can",0
"6411",812,"33.1",1999,"Coast","tot_can",0
"6412",812,"33.1",1999,"Coast","tot_ne_pl",0
"6413",812,"33.1",1999,"Coast","tot_ma_pl",0
"6414",812,"33.1",1999,"Coast","tot_pl",0
"6415",812,"33.1",1999,"Coast","unsp_can",0
"6416",812,"33.1",1999,"Coast","unsp_pl",0
"6417",813,"34.1",1999,"Coast","tot_ne_can",0
"6418",813,"34.1",1999,"Coast","tot_ma_can",0
"6419",813,"34.1",1999,"Coast","tot_can",0
"6420",813,"34.1",1999,"Coast","tot_ne_pl",0
"6421",813,"34.1",1999,"Coast","tot_ma_pl",0
"6422",813,"34.1",1999,"Coast","tot_pl",0
"6423",813,"34.1",1999,"Coast","unsp_can",0
"6424",813,"34.1",1999,"Coast","unsp_pl",0
"6425",814,"35.1",1999,"Coast","tot_ne_can",0
"6426",814,"35.1",1999,"Coast","tot_ma_can",0
"6427",814,"35.1",1999,"Coast","tot_can",0
"6428",814,"35.1",1999,"Coast","tot_ne_pl",0
"6429",814,"35.1",1999,"Coast","tot_ma_pl",0
"6430",814,"35.1",1999,"Coast","tot_pl",0
"6431",814,"35.1",1999,"Coast","unsp_can",0
"6432",814,"35.1",1999,"Coast","unsp_pl",0
"6433",815,"36.1",1999,"Coast","tot_ne_can",0
"6434",815,"36.1",1999,"Coast","tot_ma_can",0
"6435",815,"36.1",1999,"Coast","tot_can",0
"6436",815,"36.1",1999,"Coast","tot_ne_pl",0
"6437",815,"36.1",1999,"Coast","tot_ma_pl",0
"6438",815,"36.1",1999,"Coast","tot_pl",0
"6439",815,"36.1",1999,"Coast","unsp_can",0
"6440",815,"36.1",1999,"Coast","unsp_pl",0
"6441",816,"37.1",1999,"Coast","tot_ne_can",0
"6442",816,"37.1",1999,"Coast","tot_ma_can",0
"6443",816,"37.1",1999,"Coast","tot_can",0
"6444",816,"37.1",1999,"Coast","tot_ne_pl",0
"6445",816,"37.1",1999,"Coast","tot_ma_pl",0
"6446",816,"37.1",1999,"Coast","tot_pl",0
"6447",816,"37.1",1999,"Coast","unsp_can",0
"6448",816,"37.1",1999,"Coast","unsp_pl",0
"6449",817,"38.1",1999,"Coast","tot_ne_can",0
"6450",817,"38.1",1999,"Coast","tot_ma_can",0
"6451",817,"38.1",1999,"Coast","tot_can",0
"6452",817,"38.1",1999,"Coast","tot_ne_pl",0
"6453",817,"38.1",1999,"Coast","tot_ma_pl",0
"6454",817,"38.1",1999,"Coast","tot_pl",0
"6455",817,"38.1",1999,"Coast","unsp_can",0
"6456",817,"38.1",1999,"Coast","unsp_pl",0
"6457",818,"39.1",1999,"Coast","tot_ne_can",0
"6458",818,"39.1",1999,"Coast","tot_ma_can",0
"6459",818,"39.1",1999,"Coast","tot_can",0
"6460",818,"39.1",1999,"Coast","tot_ne_pl",0
"6461",818,"39.1",1999,"Coast","tot_ma_pl",0
"6462",818,"39.1",1999,"Coast","tot_pl",0
"6463",818,"39.1",1999,"Coast","unsp_can",0
"6464",818,"39.1",1999,"Coast","unsp_pl",0
"6465",819,"40.1",1999,"Coast","tot_ne_can",0
"6466",819,"40.1",1999,"Coast","tot_ma_can",0
"6467",819,"40.1",1999,"Coast","tot_can",0
"6468",819,"40.1",1999,"Coast","tot_ne_pl",0
"6469",819,"40.1",1999,"Coast","tot_ma_pl",0
"6470",819,"40.1",1999,"Coast","tot_pl",0
"6471",819,"40.1",1999,"Coast","unsp_can",0
"6472",819,"40.1",1999,"Coast","unsp_pl",0
"6473",820,"41.1",1999,"Coast","tot_ne_can",0
"6474",820,"41.1",1999,"Coast","tot_ma_can",0
"6475",820,"41.1",1999,"Coast","tot_can",0
"6476",820,"41.1",1999,"Coast","tot_ne_pl",0
"6477",820,"41.1",1999,"Coast","tot_ma_pl",0
"6478",820,"41.1",1999,"Coast","tot_pl",0
"6479",820,"41.1",1999,"Coast","unsp_can",0
"6480",820,"41.1",1999,"Coast","unsp_pl",0
"6481",821,"1.1",2000,"Eastern Strait","tot_ne_can",41.2000008
"6482",821,"1.1",2000,"Eastern Strait","tot_ma_can",0
"6483",821,"1.1",2000,"Eastern Strait","tot_can",41.2000008
"6484",821,"1.1",2000,"Eastern Strait","tot_ne_pl",102.1999969
"6485",821,"1.1",2000,"Eastern Strait","tot_ma_pl",0
"6486",821,"1.1",2000,"Eastern Strait","tot_pl",102.1999969
"6487",821,"1.1",2000,"Eastern Strait","unsp_can",0
"6488",821,"1.1",2000,"Eastern Strait","unsp_pl",0
"6489",822,"1.2",2000,"Eastern Strait","tot_ne_can",23.1000004
"6490",822,"1.2",2000,"Eastern Strait","tot_ma_can",0
"6491",822,"1.2",2000,"Eastern Strait","tot_can",23.1000004
"6492",822,"1.2",2000,"Eastern Strait","tot_ne_pl",40.0999985
"6493",822,"1.2",2000,"Eastern Strait","tot_ma_pl",0
"6494",822,"1.2",2000,"Eastern Strait","tot_pl",40.0999985
"6495",822,"1.2",2000,"Eastern Strait","unsp_can",0
"6496",822,"1.2",2000,"Eastern Strait","unsp_pl",0
"6497",823,"2.1",2000,"Eastern Strait","tot_ne_can",0.1
"6498",823,"2.1",2000,"Eastern Strait","tot_ma_can",0
"6499",823,"2.1",2000,"Eastern Strait","tot_can",0.1
"6500",823,"2.1",2000,"Eastern Strait","tot_ne_pl",3.9000001
"6501",823,"2.1",2000,"Eastern Strait","tot_ma_pl",0
"6502",823,"2.1",2000,"Eastern Strait","tot_pl",3.9000001
"6503",823,"2.1",2000,"Eastern Strait","unsp_can",0
"6504",823,"2.1",2000,"Eastern Strait","unsp_pl",0
"6505",824,"2.2",2000,"Eastern Strait","tot_ne_can",0
"6506",824,"2.2",2000,"Eastern Strait","tot_ma_can",0
"6507",824,"2.2",2000,"Eastern Strait","tot_can",0
"6508",824,"2.2",2000,"Eastern Strait","tot_ne_pl",0.3
"6509",824,"2.2",2000,"Eastern Strait","tot_ma_pl",0
"6510",824,"2.2",2000,"Eastern Strait","tot_pl",0.3
"6511",824,"2.2",2000,"Eastern Strait","unsp_can",0
"6512",824,"2.2",2000,"Eastern Strait","unsp_pl",0
"6513",825,"2.3",2000,"Eastern Strait","tot_ne_can",0.1
"6514",825,"2.3",2000,"Eastern Strait","tot_ma_can",0
"6515",825,"2.3",2000,"Eastern Strait","tot_can",0.1
"6516",825,"2.3",2000,"Eastern Strait","tot_ne_pl",1.7
"6517",825,"2.3",2000,"Eastern Strait","tot_ma_pl",0
"6518",825,"2.3",2000,"Eastern Strait","tot_pl",1.7
"6519",825,"2.3",2000,"Eastern Strait","unsp_can",0
"6520",825,"2.3",2000,"Eastern Strait","unsp_pl",0
"6521",826,"2.4",2000,"Eastern Strait","tot_ne_can",0.6
"6522",826,"2.4",2000,"Eastern Strait","tot_ma_can",0
"6523",826,"2.4",2000,"Eastern Strait","tot_can",0.6
"6524",826,"2.4",2000,"Eastern Strait","tot_ne_pl",15.6000004
"6525",826,"2.4",2000,"Eastern Strait","tot_ma_pl",0
"6526",826,"2.4",2000,"Eastern Strait","tot_pl",15.6000004
"6527",826,"2.4",2000,"Eastern Strait","unsp_can",0
"6528",826,"2.4",2000,"Eastern Strait","unsp_pl",0
"6529",827,"2.5",2000,"Eastern Strait","tot_ne_can",0
"6530",827,"2.5",2000,"Eastern Strait","tot_ma_can",0
"6531",827,"2.5",2000,"Eastern Strait","tot_can",0
"6532",827,"2.5",2000,"Eastern Strait","tot_ne_pl",0
"6533",827,"2.5",2000,"Eastern Strait","tot_ma_pl",0
"6534",827,"2.5",2000,"Eastern Strait","tot_pl",0
"6535",827,"2.5",2000,"Eastern Strait","unsp_can",0
"6536",827,"2.5",2000,"Eastern Strait","unsp_pl",0
"6537",828,"3.1",2000,"Eastern Strait","tot_ne_can",0.1
"6538",828,"3.1",2000,"Eastern Strait","tot_ma_can",0
"6539",828,"3.1",2000,"Eastern Strait","tot_can",0.1
"6540",828,"3.1",2000,"Eastern Strait","tot_ne_pl",2.9000001
"6541",828,"3.1",2000,"Eastern Strait","tot_ma_pl",0
"6542",828,"3.1",2000,"Eastern Strait","tot_pl",2.9000001
"6543",828,"3.1",2000,"Eastern Strait","unsp_can",0
"6544",828,"3.1",2000,"Eastern Strait","unsp_pl",0
"6545",829,"3.2",2000,"Eastern Strait","tot_ne_can",10.5
"6546",829,"3.2",2000,"Eastern Strait","tot_ma_can",0
"6547",829,"3.2",2000,"Eastern Strait","tot_can",10.5
"6548",829,"3.2",2000,"Eastern Strait","tot_ne_pl",45.7000008
"6549",829,"3.2",2000,"Eastern Strait","tot_ma_pl",0
"6550",829,"3.2",2000,"Eastern Strait","tot_pl",45.7000008
"6551",829,"3.2",2000,"Eastern Strait","unsp_can",0
"6552",829,"3.2",2000,"Eastern Strait","unsp_pl",0
"6553",830,"4.1",2000,"Eastern Strait","tot_ne_can",0
"6554",830,"4.1",2000,"Eastern Strait","tot_ma_can",0
"6555",830,"4.1",2000,"Eastern Strait","tot_can",0
"6556",830,"4.1",2000,"Eastern Strait","tot_ne_pl",0
"6557",830,"4.1",2000,"Eastern Strait","tot_ma_pl",0
"6558",830,"4.1",2000,"Eastern Strait","tot_pl",0
"6559",830,"4.1",2000,"Eastern Strait","unsp_can",0
"6560",830,"4.1",2000,"Eastern Strait","unsp_pl",0
"6561",831,"4.2",2000,"Eastern Strait","tot_ne_can",1.3
"6562",831,"4.2",2000,"Eastern Strait","tot_ma_can",0
"6563",831,"4.2",2000,"Eastern Strait","tot_can",1.3
"6564",831,"4.2",2000,"Eastern Strait","tot_ne_pl",8.3999996
"6565",831,"4.2",2000,"Eastern Strait","tot_ma_pl",0
"6566",831,"4.2",2000,"Eastern Strait","tot_pl",8.3999996
"6567",831,"4.2",2000,"Eastern Strait","unsp_can",0
"6568",831,"4.2",2000,"Eastern Strait","unsp_pl",0
"6569",832,"4.3",2000,"Eastern Strait","tot_ne_can",7.1999998
"6570",832,"4.3",2000,"Eastern Strait","tot_ma_can",0
"6571",832,"4.3",2000,"Eastern Strait","tot_can",7.1999998
"6572",832,"4.3",2000,"Eastern Strait","tot_ne_pl",52.5
"6573",832,"4.3",2000,"Eastern Strait","tot_ma_pl",0
"6574",832,"4.3",2000,"Eastern Strait","tot_pl",52.5
"6575",832,"4.3",2000,"Eastern Strait","unsp_can",0
"6576",832,"4.3",2000,"Eastern Strait","unsp_pl",0
"6577",833,"5.1",2000,"Eastern Strait","tot_ne_can",10.6000004
"6578",833,"5.1",2000,"Eastern Strait","tot_ma_can",0
"6579",833,"5.1",2000,"Eastern Strait","tot_can",10.6000004
"6580",833,"5.1",2000,"Eastern Strait","tot_ne_pl",71.9000015
"6581",833,"5.1",2000,"Eastern Strait","tot_ma_pl",0
"6582",833,"5.1",2000,"Eastern Strait","tot_pl",71.9000015
"6583",833,"5.1",2000,"Eastern Strait","unsp_can",0
"6584",833,"5.1",2000,"Eastern Strait","unsp_pl",0
"6585",834,"5.2",2000,"Eastern Strait","tot_ne_can",84.1999969
"6586",834,"5.2",2000,"Eastern Strait","tot_ma_can",0
"6587",834,"5.2",2000,"Eastern Strait","tot_can",84.1999969
"6588",834,"5.2",2000,"Eastern Strait","tot_ne_pl",240.5
"6589",834,"5.2",2000,"Eastern Strait","tot_ma_pl",0
"6590",834,"5.2",2000,"Eastern Strait","tot_pl",240.5
"6591",834,"5.2",2000,"Eastern Strait","unsp_can",0
"6592",834,"5.2",2000,"Eastern Strait","unsp_pl",0
"6593",835,"6.1",2000,"Eastern Strait","tot_ne_can",22.2999992
"6594",835,"6.1",2000,"Eastern Strait","tot_ma_can",0
"6595",835,"6.1",2000,"Eastern Strait","tot_can",22.2999992
"6596",835,"6.1",2000,"Eastern Strait","tot_ne_pl",63.7000008
"6597",835,"6.1",2000,"Eastern Strait","tot_ma_pl",0
"6598",835,"6.1",2000,"Eastern Strait","tot_pl",63.7000008
"6599",835,"6.1",2000,"Eastern Strait","unsp_can",0
"6600",835,"6.1",2000,"Eastern Strait","unsp_pl",0
"6601",836,"6.2",2000,"Eastern Strait","tot_ne_can",2.3
"6602",836,"6.2",2000,"Eastern Strait","tot_ma_can",0
"6603",836,"6.2",2000,"Eastern Strait","tot_can",2.3
"6604",836,"6.2",2000,"Eastern Strait","tot_ne_pl",25.6000004
"6605",836,"6.2",2000,"Eastern Strait","tot_ma_pl",0
"6606",836,"6.2",2000,"Eastern Strait","tot_pl",25.6000004
"6607",836,"6.2",2000,"Eastern Strait","unsp_can",0
"6608",836,"6.2",2000,"Eastern Strait","unsp_pl",0
"6609",837,"7.1",2000,"Eastern Strait","tot_ne_can",50.7999992
"6610",837,"7.1",2000,"Eastern Strait","tot_ma_can",0
"6611",837,"7.1",2000,"Eastern Strait","tot_can",50.7999992
"6612",837,"7.1",2000,"Eastern Strait","tot_ne_pl",224.8000031
"6613",837,"7.1",2000,"Eastern Strait","tot_ma_pl",0
"6614",837,"7.1",2000,"Eastern Strait","tot_pl",224.8000031
"6615",837,"7.1",2000,"Eastern Strait","unsp_can",0
"6616",837,"7.1",2000,"Eastern Strait","unsp_pl",0
"6617",838,"7.2",2000,"Eastern Strait","tot_ne_can",34.9000015
"6618",838,"7.2",2000,"Eastern Strait","tot_ma_can",0
"6619",838,"7.2",2000,"Eastern Strait","tot_can",34.9000015
"6620",838,"7.2",2000,"Eastern Strait","tot_ne_pl",111.9000015
"6621",838,"7.2",2000,"Eastern Strait","tot_ma_pl",0
"6622",838,"7.2",2000,"Eastern Strait","tot_pl",111.9000015
"6623",838,"7.2",2000,"Eastern Strait","unsp_can",0
"6624",838,"7.2",2000,"Eastern Strait","unsp_pl",0
"6625",839,"7.3",2000,"Eastern Strait","tot_ne_can",102.8000031
"6626",839,"7.3",2000,"Eastern Strait","tot_ma_can",2.5999999
"6627",839,"7.3",2000,"Eastern Strait","tot_can",105.5
"6628",839,"7.3",2000,"Eastern Strait","tot_ne_pl",212.6999969
"6629",839,"7.3",2000,"Eastern Strait","tot_ma_pl",6.0999999
"6630",839,"7.3",2000,"Eastern Strait","tot_pl",218.8000031
"6631",839,"7.3",2000,"Eastern Strait","unsp_can",0
"6632",839,"7.3",2000,"Eastern Strait","unsp_pl",0
"6633",840,"8.1",2000,"Eastern Strait","tot_ne_can",37.0999985
"6634",840,"8.1",2000,"Eastern Strait","tot_ma_can",0
"6635",840,"8.1",2000,"Eastern Strait","tot_can",37.0999985
"6636",840,"8.1",2000,"Eastern Strait","tot_ne_pl",88.4000015
"6637",840,"8.1",2000,"Eastern Strait","tot_ma_pl",0
"6638",840,"8.1",2000,"Eastern Strait","tot_pl",88.4000015
"6639",840,"8.1",2000,"Eastern Strait","unsp_can",0
"6640",840,"8.1",2000,"Eastern Strait","unsp_pl",0
"6641",841,"8.2",2000,"Eastern Strait","tot_ne_can",0.1
"6642",841,"8.2",2000,"Eastern Strait","tot_ma_can",0
"6643",841,"8.2",2000,"Eastern Strait","tot_can",0.1
"6644",841,"8.2",2000,"Eastern Strait","tot_ne_pl",2
"6645",841,"8.2",2000,"Eastern Strait","tot_ma_pl",0
"6646",841,"8.2",2000,"Eastern Strait","tot_pl",2
"6647",841,"8.2",2000,"Eastern Strait","unsp_can",0
"6648",841,"8.2",2000,"Eastern Strait","unsp_pl",0
"6649",842,"8.3",2000,"Eastern Strait","tot_ne_can",4.9000001
"6650",842,"8.3",2000,"Eastern Strait","tot_ma_can",0
"6651",842,"8.3",2000,"Eastern Strait","tot_can",4.9000001
"6652",842,"8.3",2000,"Eastern Strait","tot_ne_pl",17.8999996
"6653",842,"8.3",2000,"Eastern Strait","tot_ma_pl",0
"6654",842,"8.3",2000,"Eastern Strait","tot_pl",17.8999996
"6655",842,"8.3",2000,"Eastern Strait","unsp_can",0
"6656",842,"8.3",2000,"Eastern Strait","unsp_pl",0
"6657",843,"8.4",2000,"Eastern Strait","tot_ne_can",10.1999998
"6658",843,"8.4",2000,"Eastern Strait","tot_ma_can",0
"6659",843,"8.4",2000,"Eastern Strait","tot_can",10.1999998
"6660",843,"8.4",2000,"Eastern Strait","tot_ne_pl",18.5
"6661",843,"8.4",2000,"Eastern Strait","tot_ma_pl",0
"6662",843,"8.4",2000,"Eastern Strait","tot_pl",18.5
"6663",843,"8.4",2000,"Eastern Strait","unsp_can",0
"6664",843,"8.4",2000,"Eastern Strait","unsp_pl",0
"6665",844,"9.1",2000,"Western Strait","tot_ne_can",81.5
"6666",844,"9.1",2000,"Western Strait","tot_ma_can",45.2000008
"6667",844,"9.1",2000,"Western Strait","tot_can",126.6999969
"6668",844,"9.1",2000,"Western Strait","tot_ne_pl",202.6999969
"6669",844,"9.1",2000,"Western Strait","tot_ma_pl",97.6999969
"6670",844,"9.1",2000,"Western Strait","tot_pl",300.3999939
"6671",844,"9.1",2000,"Western Strait","unsp_can",0
"6672",844,"9.1",2000,"Western Strait","unsp_pl",0
"6673",846,"9.3",2000,"Western Strait","tot_ne_can",129.3999939
"6674",846,"9.3",2000,"Western Strait","tot_ma_can",79.6999969
"6675",846,"9.3",2000,"Western Strait","tot_can",209.1000061
"6676",846,"9.3",2000,"Western Strait","tot_ne_pl",268.7999878
"6677",846,"9.3",2000,"Western Strait","tot_ma_pl",137.3000031
"6678",846,"9.3",2000,"Western Strait","tot_pl",406.1000061
"6679",846,"9.3",2000,"Western Strait","unsp_can",0
"6680",846,"9.3",2000,"Western Strait","unsp_pl",0
"6681",847,"10.1",2000,"Western Strait","tot_ne_can",65.9000015
"6682",847,"10.1",2000,"Western Strait","tot_ma_can",63.5
"6683",847,"10.1",2000,"Western Strait","tot_can",129.5
"6684",847,"10.1",2000,"Western Strait","tot_ne_pl",130.8000031
"6685",847,"10.1",2000,"Western Strait","tot_ma_pl",104
"6686",847,"10.1",2000,"Western Strait","tot_pl",234.6999969
"6687",847,"10.1",2000,"Western Strait","unsp_can",0
"6688",847,"10.1",2000,"Western Strait","unsp_pl",0
"6689",848,"10.2",2000,"Western Strait","tot_ne_can",27.5
"6690",848,"10.2",2000,"Western Strait","tot_ma_can",33.4000015
"6691",848,"10.2",2000,"Western Strait","tot_can",60.9000015
"6692",848,"10.2",2000,"Western Strait","tot_ne_pl",60.5999985
"6693",848,"10.2",2000,"Western Strait","tot_ma_pl",82.8000031
"6694",848,"10.2",2000,"Western Strait","tot_pl",143.3999939
"6695",848,"10.2",2000,"Western Strait","unsp_can",0
"6696",848,"10.2",2000,"Western Strait","unsp_pl",0
"6697",849,"10.3",2000,"Western Strait","tot_ne_can",4.6999998
"6698",849,"10.3",2000,"Western Strait","tot_ma_can",27.2000008
"6699",849,"10.3",2000,"Western Strait","tot_can",31.8999996
"6700",849,"10.3",2000,"Western Strait","tot_ne_pl",21.7000008
"6701",849,"10.3",2000,"Western Strait","tot_ma_pl",50.2000008
"6702",849,"10.3",2000,"Western Strait","tot_pl",71.9000015
"6703",849,"10.3",2000,"Western Strait","unsp_can",0
"6704",849,"10.3",2000,"Western Strait","unsp_pl",0
"6705",850,"10.4",2000,"Western Strait","tot_ne_can",21.7000008
"6706",850,"10.4",2000,"Western Strait","tot_ma_can",17.6000004
"6707",850,"10.4",2000,"Western Strait","tot_can",39.2999992
"6708",850,"10.4",2000,"Western Strait","tot_ne_pl",48
"6709",850,"10.4",2000,"Western Strait","tot_ma_pl",23.5
"6710",850,"10.4",2000,"Western Strait","tot_pl",71.5
"6711",850,"10.4",2000,"Western Strait","unsp_can",0
"6712",850,"10.4",2000,"Western Strait","unsp_pl",0
"6713",851,"10.5",2000,"Western Strait","tot_ne_can",34
"6714",851,"10.5",2000,"Western Strait","tot_ma_can",58.5999985
"6715",851,"10.5",2000,"Western Strait","tot_can",92.5999985
"6716",851,"10.5",2000,"Western Strait","tot_ne_pl",75.9000015
"6717",851,"10.5",2000,"Western Strait","tot_ma_pl",113.6999969
"6718",851,"10.5",2000,"Western Strait","tot_pl",189.6000061
"6719",851,"10.5",2000,"Western Strait","unsp_can",0
"6720",851,"10.5",2000,"Western Strait","unsp_pl",0
